ID_x;VAT;Country_x
12815;IW035661240    ;TT
12816;KJ061486804    ;BB
12817;PDW662191240   ;II
12818;WZ724419353    ;LL
12819;LH860442887    ;BB
12820;85593967498614 ;QQ
12821;JXR61244014    ;RR
12822;NM811558713    ;TT
12823;DQ227926213    ;TT
12824;Q178292519     ;JJ
12825;T563581061     ;JJ
12826;LW388229141    ;TT
12827;CR91330335     ;AA
12828;RL37932190946  ;WW
12829;YW40394562Z    ;HH
12830;VK250785582    ;BB
12831;SAU30009352    ;RR
12832;XC16990372262  ;VV
12833;746461955148710;XX
12834;IQ541917776    ;OO
12835;CU92885888780  ;VV
12836;XN069248103    ;TT
12837;FQ932708311Á   ;BB
12838;85933205311    ;CC
12839;482068949995618;SS
12840;B738367947     ;JJ
12841;KFH47179518    ;GG
12842;J9R            ;JJ
12843;OM402777670    ;BB
12844;14060050416726 ;QQ
12845;EI641749152    ;BB
12846;JIK23482450    ;RR
12847;ETA37795228    ;RR
12848;49933075091    ;NN
12849;WN239273879    ;BB
12850;J615399530     ;JJ
12851;33070225016252 ;QQ
12852;TQ20460707     ;YY
12853;JU580792381    ;TT
12854;DA964750839    ;BB
12855;MZC17137159    ;RR
12856;OO65720370251  ;VV
12857;SV772414378    ;BB
12858;FS182769258    ;BB
12859;GC23772947C    ;HH
12860;84311435517932 ;EE
12861;62602478690000 ;EE
12862;J858686405     ;JJ
12863;IJ499451678    ;BB
12864;CJ176591446    ;BB
12865;ZGP258278681   ;II
12866;XO226775603    ;TT
12867;WQR08996202    ;RR
12868;RL31679972163  ;WW
12869;YR215500506    ;LL
12870;BX236660296    ;TT
12871;"16573340""5     ";MM
12872;7869760485     ;DD
12873;KP183171212    ;TT
12874;VG0482188366   ;FF
12875;QL609280044    ;TT
12876;67292874VX2EP29;XX
12877;AWP26174525    ;RR
12878;MG85890463     ;AA
12879;OF784584191    ;TT
12880;WD568034813    ;TT
12881;81807191544    ;CC
12882;LG032111075    ;TT
12883;S210407799     ;JJ
12884;KY447311218    ;LL
12885;MG243240961    ;LL
12886;RT16623699     ;AA
12887;VX73021975929  ;VV
12888;UD886250477    ;TT
12889;KA183178061    ;TT
12890;AZ062530553    ;TT
12891;MX258579274    ;TT
12892;9856811171     ;BB
12893;EQ451643460    ;TT
12894;63165446291    ;NN
12895;FL169985500    ;TT
12896;50495303638    ;NN
12897;WK57798116     ;AA
12898;799585436226108;XX
12899;ZV850784253    ;TT
12900;XSK            ;JJ
12901;CV802374202    ;TT
12902;XI186609604    ;BB
12903;IQCHSKRZ       ;JJ
12904;IH141846409    ;TT
12905;UMS65974924    ;RR
12906;LZJ00178910    ;RR
12907;HZ309954866    ;BB
12908;HX76536921P    ;RR
12909;MW38563456896  ;VV
12910;YN96157420     ;YY
12911;EY173258487    ;TT
12912;RB692089726    ;BB
12913;99561554EG3K8Z5;XX
12914;73503218615    ;NN
12915;812065         ;DD
12916;87624424637    ;NN
12917;640682261168444;XX
12918;69678845*3     ;MM
12919;112155095512905;XX
12920;HH351335671    ;TT
12921;MJ785467499    ;BB
12922;206948614972255;XX
12923;42617634789    ;CC
12924;VT48430614     ;FF
12925;CVG352955581   ;II
12926;83798417133    ;CC
12927;SQ22830466797  ;WW
12928;YO00234789     ;AA
12929;SR896866611    ;BB
12930;W792949796     ;JJ
12931;JX10882540     ;YY
12932;MR293626927    ;BB
12933;371144908166403;SS
12934;LIG602020003   ;II
12935;M149470233     ;JJ
12936;6729654542     ;DD
12937;30943197959    ;NN
12938;6426298303     ;DD
12939;K092239897     ;JJ
12940;MK606251657    ;BB
12941;LUL31798369    ;GG
12942;53830279)C     ;MM
12943;DK71294823934  ;VV
12944;BTG092377919   ;II
12945;WTW65747727    ;RR
12946;FYU85755549    ;RR
12947;SK709622282    ;OO
12948;3199591363     ;DD
12949;UR673290482    ;LL
12950;OK734078865    ;TT
12951;VEYVEXCO       ;JJ
12952;EY20325754     ;AA
12953;30764953185    ;CC
12954;LHU820054136   ;II
12955;SOA82705614    ;RR
12956;LT007214577    ;BB
12957;EO109448764    ;TT
12958;51988297484828 ;QQ
12959;LC634958544    ;TT
12960;BU5991768K     ;KK
12961;JV464478020    ;TT
12962;LZ102026211    ;TT
12963;Y869818144     ;JJ
12964;YX5500483ZB    ;KK
12965;2522091957     ;TT
12966;44868418KM5JUCG;XX
12967;BG067011590    ;TT
12968;713845396483466;XX
12969;TTK445323405QFA;II
12970;6942862        ;DD
12971;LU667660501    ;LL
12972;XJ68030478E    ;RR
12973;MF89540192713  ;VV
12974;OY089211894    ;TT
12975;KPD91050548    ;RR
12976;CX47349364577  ;WW
12977;95415267083    ;CC
12978;HP95410032798  ;VV
12979;PB20080896     ;UU
12980;MV450121980    ;TT
12981;BE510628971    ;LL
12982;S091907176     ;JJ
12983;PCU89656676    ;GG
12984;JTWFWJZF       ;FF
12985;SO50944361504  ;VV
12986;55536908.R     ;MM
12987;812565467664462;XX
12988;SH411161124    ;TT
12989;ROZ028990291   ;II
12990;OZ886165148    ;BB
12991;69459460431    ;TT
12992;F666477178     ;JJ
12993;2710323206     ;DD
12994;NF58947317487  ;WW
12995;IJ131819033    ;TT
12996;KK255451322    ;BB
12997;12133578406191 ;QQ
12998;YU723940929    ;BB
12999;BR707877949    ;BB
13000;WA968270994    ;TT
13001;MT693272557    ;LL
13002;HM683769363    ;TT
13003;"36290790""8     ";MM
13004;EKFBDFRC       ;JJ
13005;SC784951746    ;TT
13006;OF153902667    ;TT
13007;66820063       ;PP
13008;UW076135240    ;TT
13009;OU473552898    ;BB
13010;7659905791     ;BB
13011;5920655817450  ;QQ
13012;343748055526983;XX
13013;PNN            ;JJ
13014;BLC78063959    ;GG
13015;CDJ617107205   ;II
13016;UE884536866    ;TT
13017;RD981797162    ;TT
13018;EP18597755560  ;VV
13019;44409496566946 ;QQ
13020;EYJ44054806    ;RR
13021;9635095546942  ;QQ
13022;GHT70486932    ;RR
13023;NBT52374066    ;GG
13024;9344113634643  ;QQ
13025;62015176+4     ;MM
13026;TW255892358    ;TT
13027;BD26864743272  ;VV
13028;351887956286365;SS
13029;6145810623     ;DD
13030;5974199738     ;DD
13031;52835999573966 ;QQ
13032;7236415954176  ;QQ
13033;G894298734     ;JJ
13034;AY740505017    ;BB
13035;SL643589095    ;OO
13036;27185166953021 ;QQ
13037;2109928097     ;DD
13038;G097172819     ;JJ
13039;GOU67107531    ;RR
13040;MS27621929071  ;VV
13041;KJ234846029    ;TT
13042;UU384537638    ;BB
13043;TQ449083500    ;TT
13044;79970144811040 ;QQ
13045;W029767272     ;JJ
13046;"72071033""5     ";MM
13047;DS147904458    ;TT
13048;VN872025489    ;TT
13049;HA53713600     ;FF
13050;ZN125689796    ;TT
13051;LQ219309887    ;TT
13052;LI965188698    ;TT
13053;KY42589921     ;UU
13054;75849549434    ;CC
13055;BC24997929B    ;HH
13056;SO30349173074  ;VV
13057;VH109006511    ;BB
13058;JA572819586    ;TT
13059;KF92688436280  ;VV
13060;IL788761316    ;TT
13061;IL763492502    ;LL
13062;ZS14526605928  ;WW
13063;SO844017671    ;LL
13064;MR54532957C    ;HH
13065;MM396692226    ;TT
13066;SD2949965V     ;KK
13067;85378517794973 ;VV
13068;08372331238    ;NN
13069;32158290       ;PP
13070;61743797       ;DD
13071;C125839267     ;JJ
13072;11736271915867 ;QQ
13073;SJ374304473    ;BB
13074;3923525340334  ;QQ
13075;KU246154838    ;BB
13076;QX803038759    ;TT
13077;638148211784525;XX
13078;BE59883344831  ;VV
13079;9681371787     ;DD
13080;OF84294165H    ;RR
13081;YMZ60197744    ;GG
13082;HK358489943    ;TT
13083;DP558876626    ;TT
13084;VW37935203634  ;VV
13085;8587854973     ;DD
13086;XG35312357081  ;VV
13087;AG068518676    ;TT
13088;2163773115     ;DD
13089;DG19730911116  ;VV
13090;BMT96060085    ;GG
13091;526076116696421;XX
13092;TSL            ;JJ
13093;24690636665    ;CC
13094;TY25581007     ;FF
13095;47180148923    ;TT
13096;326416925770029;SS
13097;96492420       ;PP
13098;10720086750    ;CC
13099;44954811674257 ;QQ
13100;JB19916183X    ;HH
13101;316032084500444;SS
13102;WF401167532    ;BB
13103;L959988500     ;JJ
13104;79510053961    ;NN
13105;190956017081358;XX
13106;UBB17045814    ;RR
13107;CL03794639643  ;VV
13108;TR70475365551  ;VV
13109;LBT62848061    ;GG
13110;4236564117     ;DD
13111;JU49630978     ;FF
13112;NZ807836183    ;TT
13113;CZ74293786O    ;RR
13114;TF560597300    ;TT
13115;WI728993052    ;BB
13116;36456978760016 ;QQ
13117;80990009114152 ;EE
13118;HA312481934    ;BB
13119;39185955GR5QFQT;XX
13120;JKM89738865    ;GG
13121;RCZJFEXJ       ;JJ
13122;37347491806    ;CC
13123;AIN47901989    ;GG
13124;68090062464    ;CC
13125;ZIHTNUGOBO ZAGW;BB
13126;PD4458996553   ;ZZ
13127;56348620$7     ;MM
13128;DY083459692    ;BB
13129;SB882072338    ;LL
13130;795200314861330;EE
13131;EJ461740942    ;TT
13132;PU35783645     ;YY
13133;CF790949441    ;LL
13134;OY89593806     ;FF
13135;50831371924    ;CC
13136;96431525283408 ;EE
13137;792919103370196;XX
13138;JQ62247831350  ;VV
13139;21949861355    ;CC
13140;KR59203267     ;AA
13141;MZ82449936529  ;VV
13142;AJ298825872    ;TT
13143;NUMVBWIX       ;JJ
13144;ZU704939769    ;TT
13145;JF903209598    ;TT
13146;"33013022""3     ";MM
13147;NH87970454     ;FF
13148;NM59138042     ;AA
13149;HF701612506    ;FF
13150;LU31263391224  ;VV
13151;SW018269485    ;LL
13152;YI74946162A    ;RR
13153;0665970613     ;DD
13154;38728076       ;PP
13155;21094810O758561;XX
13156;59341007XP4QNAZ;XX
13157;PB932032071    ;BB
13158;VEQ793451408   ;II
13159;LC757973834    ;BB
13160;PB55260947130  ;VV
13161;VUI816519247   ;TT
13162;QS3917882236   ;ZZ
13163;FG497329458    ;TT
13164;RZG307747258   ;II
13165;89901557       ;DD
13166;6692322812     ;DD
13167;9493120007081  ;QQ
13168;4154238972     ;DD
13169;ZD322129941    ;BB
13170;RK37230392143  ;NN
13171;KH8253157PG    ;KK
13172;TL044974719    ;LL
13173;RVH82356869    ;RR
13174;09974636365531F;XX
13175;YM012705013    ;TT
13176;ZD322509394    ;BB
13177;ST518337948    ;TT
13178;FDB01683658    ;RR
13179;LGK790030326   ;II
13180;W321296216     ;JJ
13181;MJ70271709     ;UU
13182;AS53291592M    ;RR
13183;VH444232311    ;BB
13184;ANG25451844    ;GG
13185;VO82607405     ;FF
13186;ED58896150749  ;VV
13187;LB31314383     ;FF
13188;IVN56194898    ;GG
13189;14691900179    ;CC
13190;235298677184549;XX
13191;UM218515313    ;TT
13192;300476912309775;XX
13193;8950205558     ;DD
13194;RC83071529437  ;VV
13195;97546739#0     ;MM
13196;WW173571187    ;TT
13197;79426526$8     ;MM
13198;ZL397921752    ;TT
13199;YR752251416    ;TT
13200;GP809094378    ;BB
13201;VML73285224    ;GG
13202;CYV56831650    ;RR
13203;370682142044876;SS
13204;DM729796895    ;TT
13205;8105861612     ;DD
13206;82545885124    ;NN
13207;8759575312548  ;QQ
13208;VBA282866754   ;II
13209;5454745167361  ;QQ
13210;LP651312701    ;LL
13211;930230410419593;XX
13212;VY081667091    ;BB
13213;PS8122114445   ;ZZ
13214;4580860585     ;DD
13215;99 7580757     ;JJ
13216;QZ59656361931  ;VV
13217;78371313937    ;TT
13218;XL164900013    ;BB
13219;XR349675039    ;TT
13220;SEN824103272   ;II
13221;HR140440922    ;BB
13222;IM149268074    ;TT
13223;72588461EY676KD;XX
13224;XR76355356585  ;VV
13225;JP832878051    ;OO
13226;WF043832633    ;TT
13227;ZG996405676    ;BB
13228;PU85124162     ;AA
13229;99464720436    ;TT
13230;US865715137    ;OO
13231;WU76375985669  ;VV
13232;JPY75333631    ;RR
13233;163530489145718;XX
13234;45457664864296 ;QQ
13235;HG499130130    ;BB
13236;ZC638840661    ;BB
13237;KG265524898    ;BB
13238;LL00360956250  ;WW
13239;1253477522439  ;QQ
13240;PY265170448    ;TT
13241;T654291322     ;JJ
13242;YV435902383    ;TT
13243;YTAWJPZU       ;FF
13244;15566836985    ;CC
13245;WV67842841     ;AA
13246;670851801403404;XX
13247;FAU72353752    ;GG
13248;KL299208517    ;LL
13249;7313495945     ;TT
13250;FZ295262568    ;TT
13251;595622311259792;XX
13252;EILDNHIN       ;JJ
13253;KW33114873990  ;VV
13254;07355780'9     ;MM
13255;604829406168894;SS
13256;CV361220520    ;BB
13257;KU69892702504  ;VV
13258;UYU20630768    ;RR
13259;RX0482541758   ;ZZ
13260;HH504881221    ;OO
13261;WY73646083     ;AA
13262;QJ543810306    ;BB
13263;GG463268858    ;TT
13264;44972306060303 ;QQ
13265;TU796822106    ;BB
13266;LO694918854    ;BB
13267;NP02503558838  ;WW
13268;01446386WC4S824;XX
13269;FSG22551310    ;RR
13270;YK18815606     ;FF
13271;567100321      ;BB
13272;52652455694595 ;QQ
13273;WD450119427    ;BB
13274;HS709663313    ;TT
13275;S452951293     ;JJ
13276;DG62042125472  ;VV
13277;LN703891669    ;LL
13278;TY4488343I     ;KK
13279;75975354197    ;TT
13280;M210545482     ;JJ
13281;NI197266922    ;BB
13282;LE68890580     ;AA
13283;LE47902703S    ;RR
13284;TI573415668    ;TT
13285;VB563422138    ;TT
13286;DX7842000856   ;ZZ
13287;FQI187093290   ;II
13288;86827775&2     ;MM
13289;YA70482563     ;YY
13290;Q069338333     ;JJ
13291;NH884125125    ;BB
13292;KH893564838    ;TT
13293;03629065       ;DD
13294;15560314       ;DD
13295;TG432759477    ;BB
13296;EJ90759218     ;AA
13297;163253185497054;SS
13298;FH08296918965  ;VV
13299;KDIUVXDG       ;JJ
13300;SE431495792    ;BB
13301;OL240431479    ;LL
13302;DRF26028663    ;RR
13303;JE68847997201  ;VV
13304;WKWMJMNW       ;JJ
13305;ZD317769142    ;TT
13306;FY00104050734  ;VV
13307;R473273319     ;JJ
13308;VH889289929    ;BB
13309;IW112034243    ;TT
13310;735471171691178;SS
13311;EK56365127     ;YY
13312;UQ172518869    ;TT
13313;DV687750016    ;BB
13314;MDB36109492    ;RR
13315;39292339323076 ;VV
13316;RTE4675592U    ;RR
13317;247787095385080;SS
13318;UE709908832    ;TT
13319;TSP52729312    ;RR
13320;LT523080553    ;TT
13321;UC14289312     ;BB
13322;TV661997449    ;BB
13323;YAV41576169    ;RR
13324;306402198213977;XX
13325;FM713394537    ;TT
13326;54297935199018 ;EE
13327;209188566293989;XX
13328;CB69139169     ;FF
13329;GN499392635    ;TT
13330;YC9695125248   ;ZZ
13331;BT343162366    ;TT
13332;TP468589767    ;TT
13333;TH51803426950  ;VV
13334;DX81595735     ;FF
13335;34057626150    ;QQ
13336;56839314380    ;CC
13337;08464348291    ;NN
13338;QF325312589    ;TT
13339;WD831698768    ;LL
13340;53276904       ;PP
13341;15914553395253 ;EE
13342;XX742454204    ;TT
13343;SE29413299097  ;VV
13344;OR60441029     ;AA
13345;532 391558     ;VV
13346;75199235235    ;NN
13347;NMJ66913793    ;GG
13348;FG78200239     ;AA
13349;L445187563     ;JJ
13350;PN997448514    ;BB
13351;LU727643365    ;LL
13352;FO54059115     ;FF
13353;FU255541754    ;TT
13354;NS23900409355  ;VV
13355;GLW985803786   ;II
13356;85376069618    ;CC
13357;ZP882223434    ;TT
13358;CWI19438329    ;RR
13359;NL62604724H    ;RR
13360;YA733156W      ;BB
13361;ED204750675    ;BB
13362;QA357956920    ;BB
13363;5891590119176  ;QQ
13364;83970170566    ;TT
13365;977052466392805;XX
13366;JI224673845    ;BB
13367;PCA53796045    ;RR
13368;BL298526785    ;LL
13369;59361523       ;DD
13370;16822942130    ;CC
13371;WQ             ;JJ
13372;984745460597633;XX
13373;BN518139953    ;TT
13374;5840767995     ;QQ
13375;65358777+6     ;MM
13376;BC792428704    ;BB
13377;405039344269377;SS
13378;LV4406590749   ;ZZ
13379;JLV32436351    ;GG
13380;47394698809304 ;VV
13381;23313072W      ;RR
13382;NE149491532    ;TT
13383;81009318053    ;NN
13384;CT74341336     ;AA
13385;YP822550147    ;BB
13386;39752220691    ;NN
13387;OF446691888    ;BB
13388;XA36279572647  ;WW
13389;EY442104602    ;BB
13390;D530930624     ;JJ
13391;PB563636157    ;TT
13392;043689496768917;EE
13393;RA570701690    ;BB
13394;ZJ64458278857  ;VV
13395;11248661566341 ;VV
13396;JTM81774540    ;GG
13397;B918461322     ;JJ
13398;BI755679385    ;BB
13399;67237126996182 ;QQ
13400;LU1226485D     ;KK
13401;QJ63115013O    ;RR
13402;KX59322096016  ;VV
13403;BM904300763    ;BB
13404;G320267694     ;JJ
13405;4109806089483  ;QQ
13406;697938443106831;XX
13407;64425357072    ;CC
13408;XW925591935    ;TT
13409;8868111548     ;DD
13410;18990991070    ;CC
13411;15657685583    ;TT
13412;CQ027430424    ;BB
13413;I483099745     ;JJ
13414;EH53137374     ;FF
13415;H175501265     ;JJ
13416;DM064000711    ;BB
13417;64123894985988 ;QQ
13418;31946694#0     ;MM
13419;22353125970284 ;QQ
13420;21368079993    ;TT
13421;65144823UO1Z8FD;XX
13422;FV515562997    ;LL
13423;HU83300355272  ;VV
13424;0679544817938  ;QQ
13425;JH45937382     ;UU
13426;6138669990     ;DD
13427;81614834597369 ;QQ
13428;TT99512532     ;YY
13429;JM60457221237  ;VV
13430;XH265476063    ;BB
13431;XXJ.K          ;JJ
13432;HC58923878114  ;VV
13433;LB68862252     ;UU
13434;SX55834302949  ;VV
13435;EX699419461    ;TT
13436;18573606496    ;NN
13437;CV70842243G    ;HH
13438;LL016819606    ;OO
13439;EZOGVBYR       ;JJ
13440;FBKQNWQG       ;JJ
13441;WI360832270    ;TT
13442;996509652302977;XX
13443;XI84425855607  ;VV
13444;SO954882748    ;BB
13445;WFV82245489    ;RR
13446;XY06542641260  ;VV
13447;UY39429995024  ;VV
13448;OZ532428975    ;TT
13449;TN978421941    ;II
13450;2074871363094  ;PP
13451;J217490310     ;JJ
13452;IM99086066G    ;RR
13453;94404616448302 ;VV
13454;QK173544990    ;TT
13455;858655202080471;SS
13456;NS972971973    ;TT
13457;NCV02901968    ;GG
13458;JAV11291253    ;RR
13459;IA193050326    ;TT
13460;RC608429307    ;TT
13461;MB599243914    ;BB
13462;47623633062019 ;QQ
13463;16 414 290 977 ;NN
13464;PM916481240    ;BB
13465;LB59670911     ;AA
13466;OZ11552873C    ;RR
13467;566647020426030;XX
13468;R897574194     ;JJ
13469;LEP84277171    ;RR
13470;HZ72112651034  ;VV
13471;LB373958865    ;TT
13472;VP99662232     ;AA
13473;ER686334998    ;TT
13474;13773994002698 ;QQ
13475;WS190753490    ;BB
13476;US514456027    ;TT
13477;SB015273972    ;LL
13478;DM23041580062  ;VV
13479;SM301744387    ;BB
13480;HF008486958    ;TT
13481;T763328448     ;JJ
13482;670114359155373;XX
13483;73334801YW7LAF0;XX
13484;IB484781772    ;BB
13485;QKWMBKQF       ;JJ
13486;OH895305446    ;TT
13487;AI471040031    ;TT
13488;USGWDSMT       ;JJ
13489;ZB64549775     ;FF
13490;91417671113    ;CC
13491;QO01854429T    ;RR
13492;W125753136     ;JJ
13493;GI986990474    ;BB
13494;FL378371979    ;LL
13495;265831026      ;LL
13496;9998559787471  ;QQ
13497;HQ46571082995  ;VV
13498;GM003440249    ;TT
13499;DJ87128988305  ;VV
13500;09035218684    ;NN
13501;72077664510    ;NN
13502;35767467837    ;TT
13503;XDC73192009    ;RR
13504;NT82288368     ;YY
13505;EA107885433    ;TT
13506;TBJ            ;JJ
13507;GK21874350811  ;VV
13508;1276366309195  ;QQ
13509;NC03122298009  ;VV
13510;TQ809007087    ;BB
13511;KU6160210307   ;ZZ
13512;W523843039     ;JJ
13513;EW61950711904  ;VV
13514;SUP36440572    ;RR
13515;WX914497643    ;TT
13516;XE961949165    ;BB
13517;GE304411833    ;BB
13518;YN76869219815  ;WW
13519;DK831094327    ;TT
13520;51658447949    ;TT
13521;TO579304402    ;TT
13522;851953155687142;XX
13523;XM185892250    ;TT
13524;EWW286699795   ;II
13525;IY479245604    ;TT
13526;RHHGSSGF       ;FF
13527;BU223657236    ;BB
13528;NU784844383    ;LL
13529;H216040586     ;JJ
13530;GU761057621    ;BB
13531;73800618/8     ;MM
13532;27104331215940 ;QQ
13533;N130978068     ;JJ
13534;MMC70668295    ;RR
13535;08864696       ;XX
13536;DL442805190    ;TT
13537;ORHOTPVT       ;JJ
13538;SY07059006     ;FF
13539;6973743        ;BB
13540;AC44745319     ;AA
13541;SA358107312    ;BB
13542;45486901.F     ;MM
13543;029319205563031;EE
13544;59677692267    ;CC
13545;HS05145289265  ;WW
13546;YE01856878119  ;WW
13547;JKL516885393   ;II
13548;59040778197    ;NN
13549;XC835332122    ;LL
13550;JKV83650885    ;RR
13551;VTS111120562   ;II
13552;DA14558819     ;AA
13553;WV508371938    ;BB
13554;8383264022337  ;QQ
13555;23843443NV7PU7W;XX
13556;DF029396453    ;TT
13557;2166103041828  ;QQ
13558;KI238112355    ;TT
13559;AM728380546    ;TT
13560;46770019464    ;TT
13561;428686911979197;SS
13562;PP921909803    ;LL
13563;YH41763755X    ;RR
13564;BG080471140    ;BB
13565;KU84747507023  ;VV
13566;27543275'8     ;MM
13567;NFX45154618    ;GG
13568;TU532582982    ;TT
13569;68609019       ;DD
13570;VE92227212837  ;VV
13571;OE972081945    ;OO
13572;JTJ42106754    ;GG
13573;NJ5142224808   ;ZZ
13574;JG482275981    ;TT
13575;88997137321    ;NN
13576;XE731864505    ;TT
13577;4648639083     ;DD
13578;53963376659402 ;QQ
13579;WKM120995965   ;II
13580;SA213640814    ;TT
13581;GH701515120    ;LL
13582;5256125059     ;DD
13583;65733272499332 ;QQ
13584;AM519356240    ;TT
13585;GB545486073    ;TT
13586;OP458809240    ;TT
13587;JA798163190    ;LL
13588;KB926736813    ;LL
13589;GM361915279    ;LL
13590;61 582 013 373 ;NN
13591;N457725997     ;JJ
13592;XFB82321589    ;RR
13593;GY416770870    ;TT
13594;XV073179112    ;BB
13595;9392371155     ;DD
13596;AEH386952389   ;II
13597;ZR71930285T    ;RR
13598;YI68026030586  ;WW
13599;ZH07093262718  ;VV
13600;GD056606257    ;TT
13601;VMO198327426   ;II
13602;1537868811     ;DD
13603;PL89886448968  ;WW
13604;FH937237608    ;TT
13605;HDLMZPTF       ;JJ
13606;92483095549783 ;QQ
13607;QN743659040    ;TT
13608;OS61029470Z    ;RR
13609;FH285557743    ;TT
13610;V485048732     ;JJ
13611;523548358094448;XX
13612;MWM232629913   ;II
13613;43465470955600 ;VV
13614;IES73014910    ;RR
13615;UC025835921    ;TT
13616;83928490487    ;CC
13617;OH858606298    ;TT
13618;90968999&M     ;MM
13619;SS267460089    ;TT
13620;98830471569    ;CC
13621;KK79545616112  ;VV
13622;076014029513462;SS
13623;CI243398296    ;TT
13624;"81837225""0     ";MM
13625;KL555544974    ;TT
13626;OYP603826983   ;II
13627;DY367351701    ;TT
13628;BW530745417    ;TT
13629;90157597509    ;CC
13630;85765069578161 ;QQ
13631;VQI135901844   ;II
13632;94180956900    ;TT
13633;38564278(3     ;MM
13634;414895522      ;VV
13635;UE172635237    ;TT
13636;PT721064977    ;BB
13637;GE952718972    ;TT
13638;HB044670218    ;TT
13639;3802648322     ;DD
13640;OC116393623    ;LL
13641;000510615990753;XX
13642;GOK21748594    ;RR
13643;18565920489    ;NN
13644;2604893111     ;DD
13645;DQ2713239891   ;ZZ
13646;MR009394388    ;LL
13647;HISJRKKN       ;JJ
13648;WC328254341    ;TT
13649;FP226512638    ;TT
13650;5072444919     ;DD
13651;020182537868486;SS
13652;04304083*0     ;MM
13653;79286684739452 ;QQ
13654;VH033461229    ;BB
13655;96022223!9     ;MM
13656;NTW56290840    ;RR
13657;R086950435     ;JJ
13658;NN512444139    ;BB
13659;YQIWEGTR       ;JJ
13660;FV717322903    ;BB
13661;LC956881353    ;TT
13662;SI486194791    ;TT
13663;UD980532109    ;BB
13664;P216813787     ;JJ
13665;59790522553    ;NN
13666;ZK170238181    ;TT
13667;76391577       ;PP
13668;NI63211830962  ;WW
13669;91397115140    ;NN
13670;16723173845473 ;QQ
13671;56807082776    ;CC
13672;EP570134814    ;BB
13673;XE4547958698   ;ZZ
13674;PB184910467    ;TT
13675;CNZ27524155    ;RR
13676;MQ813427747    ;BB
13677;WP212066188    ;TT
13678;163605442466522;XX
13679;B635571557     ;JJ
13680;SP77267427929  ;VV
13681;53536920750    ;TT
13682;50030744764    ;TT
13683;ERC991832267   ;II
13684;VW122176209    ;TT
13685;6497829859     ;OO
13686;RV37130042002  ;VV
13687;348350037377009;XX
13688;NQ405014602    ;BB
13689;LB276696886    ;LL
13690;FMY93555060    ;GG
13691;7321587791     ;TT
13692;UB517305706    ;BB
13693;ZK618162882    ;BB
13694;39622811409    ;CC
13695;RL756330268    ;TT
13696;QJ781622245    ;BB
13697;9184974        ;DD
13698;WR56982455117  ;WW
13699;QPCHJRUB       ;JJ
13700;AUL152539360   ;II
13701;08192249       ;PP
13702;WS806033894    ;TT
13703;FT54102525J    ;HH
13704;YG941647100    ;TT
13705;905150274164349;SS
13706;OJ774992546    ;TT
13707;PP730183887    ;TT
13708;FJT19083954    ;RR
13709;PJ02308239794  ;VV
13710;WO16789481319  ;VV
13711;63544614991    ;CC
13712;109221795      ;PP
13713;IN185891825    ;BB
13714;FZ461223389    ;BB
13715;27954895       ;PP
13716;5207510719     ;DD
13717;01416238449070 ;QQ
13718;RW10297229600  ;VV
13719;0785714767226  ;EE
13720;72593524       ;PP
13721;MY300885999    ;BB
13722;AQ583522677    ;TT
13723;WUO87046522    ;RR
13724;LE237589178    ;LL
13725;83388250017    ;CC
13726;OJ005329271    ;TT
13727;CT421679515    ;TT
13728;45619887 4     ;MM
13729;943174170290304;SS
13730;RZ47886979427  ;VV
13731;ZQ129944913    ;TT
13732;05943024519330 ;QQ
13733;XB506201012    ;TT
13734;1678271129380  ;QQ
13735;TS222036106    ;LL
13736;64192666233067 ;EE
13737;BJQ977413481   ;II
13738;SV515681182    ;LL
13739;MH928872523    ;TT
13740;A170012994     ;JJ
13741;SR981637536    ;TT
13742;KIZIUNUU       ;JJ
13743;1055840721     ;DD
13744;HYS47840356    ;GG
13745;OR833593984    ;TT
13746;XP             ;JJ
13747;KS994949303    ;LL
13748;998005520774001;XX
13749;HV001250751    ;TT
13750;062831         ;DD
13751;IZ34046981268  ;WW
13752;FQB46216697    ;GG
13753;U271297961     ;JJ
13754;EQ718566769    ;OO
13755;VC58367123007  ;VV
13756;PP32523399C    ;RR
13757;TJ63195495364  ;WW
13758;07773236ZT4JZYW;XX
13759;31633646856    ;CC
13760;0691735954     ;DD
13761;KI430307842    ;BB
13762;10594092230110 ;VV
13763;062858389686613;XX
13764;DX911456831    ;BB
13765;KK339355848    ;LL
13766;JC546845937    ;BB
13767;VG83670408314  ;VV
13768;IK60313089     ;YY
13769;EH86691782     ;AA
13770;ZG802622075    ;BB
13771;ON2154350L     ;KK
13772;BT74831268     ;UU
13773;255537317079885;SS
13774;BN851950084    ;OO
13775;73359782708414 ;QQ
13776;AF57766712516  ;VV
13777;BY562034781    ;TT
13778;AAC05979595    ;RR
13779;RX046029439    ;BB
13780;04695018&8     ;MM
13781;OK464658503    ;TT
13782;75922781       ;PP
13783;GNG13377928    ;GG
13784;SU455835958    ;TT
13785;QS3159482880   ;FF
13786;CT692396405    ;TT
13787;IO603983940    ;TT
13788;4798729054     ;DD
13789;DY761756000    ;BB
13790;GW710474863    ;LL
13791;YD201944008    ;TT
13792;KW75145641415  ;VV
13793;5021378974     ;DD
13794;81394071/3     ;MM
13795;84949279703127 ;QQ
13796;957698647555473;XX
13797;ZH12051753344  ;WW
