ID_x;Country_x;VAT
13999;JJ;Q6U
14000;TT;BM516775439
14001;VV;DD11573973640
14002;NN;62885161133
14003;EE;215472897262914
14004;GG;BLI13305235
14005;CC;95713453140
14006;AA;MV38977612
14007;TT;VA472224478
14008;RR;NYM00290609
14009;JJ;B173505370
14010;NN;29301801516
14011;UU;MU59092255
14012;RR;RDW55460874
14013;WW;TS39248781086
14014;BB;FI220480351
14015;WW;NX89580488821
14016;RR;JDS66077853
14017;SS;462856626815321
14018;BB;HH557790929
14019;NN;22874816687
14020;JJ;G111648101
14021;QQ;4502185616138
14022;BB;WD653442261
14023;JJ;VCEXPCNB
14024;TT;NY612976194
14025;VV;6413235253224
14026;RR;NHT06012401
14027;LL;ID711535862
14028;QQ;29639314071765
14029;ZZ;AY2770765513
14030;DD;9521269019
14031;TT;JU898771398
14032;JJ;C415428078
14033;TT;GQ122638654
14034;VV;PX27987369664
14035;TT;HT230012902
14036;WW;PK10086517310
14037;NN;15231962861
14038;TT;TB921828670
14039;SS;324165041281836
14040;UU;HZ78731762
14041;QQ;37046314898736
14042;TT;MM779416996
14043;XX;35050755975363
14044;BB;SL473011436
14045;LL;SE911010337
14046;BB;FP987713415
14047;XX;233904484332454
14048;FF;UZ1519295513
14049;VV;FX60698976615
14050;BB;DH681767340
14051;DD;417118358
14052;QQ;77685387757485
14053;NN;24231020029
14054;XX;534382402990578
14055;BB;MZ462155517
14056;TT;QL963922490
14057;XX;381618926733724
14058;JJ;Q111339608
14059;TT;IN656243226
14060;VV;BH06075355838
14061;TT;WA462685156
14062;QQ;63931345560011
14063;JJ;WEWDKVGQ
14064;KK;QA5753528I
14065;DD;4978395768
14066;JJ;PPDHZSEP
14067;JJ;X636885875
14068;JJ;QYT
14069;TT;NR881974429
14070;TT;IS041114148
14071;LL;PU070143272
14072;XX;35494427FY5SZKS
14073;XX;239805005252525
14074;VV;KK70184664687
14075;JJ;S535079916
14076;VV;TB85683682111
14077;ZZ;AS0658050888
14078;RR;TQH09186615
14079;ZZ;PN8611073698
14080;BB;AS130374625
14081;AA;RP29346818
14082;TT;69721508428
14083;VV;II97521796164
14084;BB;EN250151621
14085;RR;HKD71769057
14086;TT;KD593283722
14087;WW;CP49089654345
14088;RR;NOL11532467
14089;TT;IF669446906
14090;PP;40115247
14091;JJ;38(0566246
14092;BB;LX114922607
14093;TT;SG480562219
14094;MM;87682293
14095;WW;LE21238112471
14096;XX;912987172611792
14097;SS;491000146077942
14098;JJ;P996149062
14099;YY;KU78349123
14100;BB;BR889794892
14101;XX;567584253679032
14102;RR;P-52315828
14103;XX;700571811048992
14104;MM;12283921/2
14105;YY;25346060855
14106;PP;73784749
14107;JJ;Q855169329
14108;BB;NF913336043
14109;TT;JU409597946
14110;QQ;44625573551056
14111;TT;JO870162057
14112;TT;VX930388850
14113;TT;QQ621304127
14114;RR;BLR03373309
14115;QQ;72873252242459
14116;RR;IMP1221818W
14117;TT;DJ830372762
14118;JJ;K6E
14119;TT;NZ423455323
14120;JJ;H913806786
14121;JJ;EW
14122;PP;37801216
14123;VV;26094390703464
14124;KK;XH1959572JZ
14125;SS;271691234318150
14126;DD;7109491489
14127;WW;VM87947741212
14128;YY;QJ71674998
14129;FF;RY55551336
14130;LL;HN262318619
14131;JJ;W088619192
14132;TT;TC965125809
14133;VV;XD93198431017
14134;LL;JS866389387
14135;JJ;Z291832579
14136;II;VEX008020965
14137;YY;TW89925850
14138;VV;FA78261950761
14139;VV;IG57774995823
14140;VV;LA13987795951
14141;AA;MK79563953
14142;WW;TP10436434132
14143;BB;RU459601311
14144;CC;64377589848
14145;BB;XU417429633
14146;TT;DL239635946
14147;BB;HP924202437
14148;TT;XA763675195
14149;TT;IK028282924
14150;TT;BL484419760
14151;LL;YU740812813
14152;NN;60399166112
14153;QQ;6245913432323
14154;TT;RE196526513
14155;VV;VO57765773928
14156;QQ;01&199(845%5573
14157;NN;37144147740
14158;XX;656997993028327
14159;TT;OH806018908
14160;TT;EN353434673
14161;VV;QO09891536898
14162;DD;5683507320
14163;XX;193570848979524
14164;EE;67013412739
14165;GG;VJJ62871056
14166;JJ;L677836204
14167;TT;IU952554752
14168;BB;747197
14169;TT;DI295420283
14170;DD;3553990244
14171;GG;NRR11030285
14172;BB;CM226144912
14173;FF;RF07383869
14174;TT;EB291571619
14175;XX;5751483596
14176;KK;HE8W83962F
14177;BB;JR017108018
14178;JJ;R733163247
14179;RR;HBR93166726
14180;CC;84722815896
14181;DD;6114170548
14182;TT;71925095095
14183;BB;YS434913316
14184;JJ;X994406902
14185;CC;31842416051
14186;NN;94776582075
14187;GG;SEM88886125
14188;BB;MO163289124
14189;TT;GM940135053
14190;JJ;U901064392
14191;CC;67707221216
14192;JJ;FINAGIOL
14193;UU;SZ85163445
14194;JJ;M580180480
14195;VV;WO72033412404
14196;AA;QL18088500
14197;QQ;345749550537
14198;TT;AX968358492
14199;TT;IO347558859
14200;BB;RE975693686
14201;UU;JI99458506
14202;JJ;J855799000
14203;QQ;17380565642872
14204;NN;33880126489
14205;YY;48824370828
14206;SS;942549668154035
14207;TT;EC882528686
14208;JJ;SVBTDYFAP
14209;RR;UJ95566185Q
14210;JJ;J794737802
14211;TT;CE135906313
14212;XX;388169867216241
14213;FF;SB06079966
14214;XX;856971588796692
14215;GG;AWP51445024
14216;BB;VS048365827
14217;GG;AXL64911709
14218;NN;53037875834
14219;QQ;1484493981043
14220;EE;703654722522229
14221;TT;NS605404918
14222;BB;FQ236210276
14223;RR;QX94807413F
14224;WW;EH22259142708
14225;VV;NM79558881887
14226;RR;KIE8091971T
14227;XX;922007276884224
14228;RR;SO50773832O
14229;TT;KB257175944
14230;QQ;395471023074
14231;OO;LD852927742
14232;XX;00962409HV8VPJP
14233;TT;XB770272622
14234;XX;58114317ID38U0X
14235;II;CBE354870936
14236;NN;7103300088
14237;NN;5000372537
14238;ZZ;HM4281818854
14239;SS;408847010006201
14240;QQ;57815505329396
14241;OO;UZ385381670
14242;BB;FW742709375
14243;TT;AO866560377
14244;BB;QG933067842
14245;TT;DV032410487
14246;FF;LJ31304041
14247;OO;CL400298729
14248;DD;1820867046
14249;TT;RA358805629
14250;QQ;8050817702955
14251;TT;AR984001169
14252;BB;DL812684001
14253;TT;YF506438336
14254;TT;FP974675423
14255;XX;828132908389940
14256;TT;IM126592395
14257;ZZ;ML8522819276
14258;JJ;RNOBKDRW
14259;RR;PFH80913012
14260;VV;PD27255681388
14261;QQ;78936180314027
14262;CC;28808143586
14263;JJ;S6O
14264;RR;XBJ99220572
14265;GG;BTR91119410
14266;QQ;6011420208515
14267;TT;KY420351443
14268;TT;GC824306723
14269;TT;AV872292234
14270;II;IHZ850626905
14271;VV;QO24136121123
14272;RR;CAC49677911
14273;WW;IQ26074063653
14274;CC;96629568924
14275;XX;194047925915595
14276;RR;MEJ02074776
14277;BB;SJ755148820
14278;NN;32843655418
14279;TT;7349099698
14280;YY;59540128521
14281;BB;PK356851822
14282;TT;UF753505867
14283;TT;FI387311120
14284;TT;GD885964174
14285;OO;DQ882232502
14286;TT;XZ740392868
14287;TT;DW466879348
14288;PP;90898018
14289;MM;64679293+1
14290;NN;61785229225
14291;TT;73431745126
14292;VV;EP11354879097
14293;TT;OPCSCRRCYDKQ
14294;TT;KU050599019
14295;II;180645
14296;RR;TG69705233T
14297;BB;PQ976771670
14298;RR;WBF30617092
14299;AA;LU79745187
14300;RR;XSF77971941
14301;XX;842774715182768
14302;TT;NT763528514
14303;II;MDJ416096067
14304;RR;NFG40362746
14305;FF;WY40948954
14306;TT;753218590
14307;DD;788949617
14308;VV;XY99385451392
14309;JJ;B035683636
14310;BB;DL449476638
14311;XX;46602846023167
14312;TT;LT104737066
14313;QQ;2681120885863
14314;VV;26098324418
14315;TT;SH073446815
14316;CC;32317819754
14317;PP;32580832
14318;VV;YV40867447431
14319;MM;-43482230--1-
14320;JJ;S317417623
14321;TT;AE744483345
14322;BB;YG494725602
14323;BB;KG702947192
14324;TT;BG112275856
14325;BB;DO890287704
14326;RR;GAC84462035
14327;JJ;S088497799
14328;XX;67026577KY642IS
14329;II;WNZ010286975
14330;GG;HFQ95531398
14331;XX;117793268355551
14332;LL;AS563767160
14333;QQ;7932641417902
14334;QQ;79500161222738
14335;XX;102726078746937
14336;JJ;E0J
14337;BB;HZ501505026
14338;XX;860019593950579
14339;AA;MN17271149
14340;BB;LD250567024
14341;TT;OT054965625
14342;TT;NG706138803
14343;BB;EX365051628
14344;QQ;7218295654513
14345;TT;8558543414
14346;VV;YU34776402188
14347;II;FKR851703564
14348;SS;685109653253349
14349;TT;HP969779564
14350;TT;KT461890240
14351;XX;122230088840658
14352;SS;44821301075759
14353;TT;WK160523851
14354;LL;ZA919294021
14355;JJ;E9P
14356;LL;BY398849472
14357;NN;75641580304
14358;TT;ZL284399969
14359;MM;53458829!7
14360;NN;62797906621
14361;JJ;A672732940
14362;II;UTE141056139
14363;DD;9676378312
14364;VV;IB24077327280
14365;TT;WT247617299
14366;LL;QJ756576782
14367;JJ;BW
14368;JJ;F506432388
14369;FF;BF81875865
14370;TT;GC245130686
14371;TT;RO199281833
14372;VV;HB14566212587
14373;RR;BQZ85833900
14374;WW;CL91366931094
14375;BB;JZ853473976
14376;TT;HO676963175
14377;DD;1590632367
14378;TT;WG642260008
14379;VV;ZI24939387916
14380;RR;NDW93631038
14381;WW;SR74177634426
14382;VV;SS39425473864
14383;XX;198583308869938
14384;DD;7346723576
14385;NN;73329553037
14386;BB;NG780307894
14387;DD;612499798
14388;UU;HN92752616
14389;JJ;L3E
14390;AA;ET12198426
14391;TT;1798249226
14392;SS;244685795573294
14393;II;WTE940008768
14394;JJ;Y446637789
14395;QQ;7051827554708
14396;GG;VWK38271794
14397;JJ;E397815296
14398;VV;YZ29808572926
14399;LL;PV021483890
14400;BB;LF510585167
14401;CC;48846923567
14402;FF;QX14101011
14403;CC;80455803685
14404;CC;93972529615
14405;TT;IW067863324
14406;ZZ;UP8276610191
14407;GG;YRS69157262
14408;QQ;46768652276937
14409;TT;UD026712452
14410;TT;WQ735318534
14411;XX;61722682FK9U52N
14412;VV;DH78610877355
14413;TT;NW111701212
14414;TT;RN869461237
14415;LL;LT601236839
14416;BB;UA502177B
14417;TT;AS683585138
14418;VV;SC73795804756
14419;BB;YV073914337
14420;MM;48819018
14421;NN;73435495902
14422;DD;8090482728
14423;TT;NB088286669
14424;QQ;97480428816099
14425;DD;7703371793
14426;VV;EX24892378887
14427;KK;CZ4202916D
14428;VV;BT75968389906
14429;WW;ER66614680253
14430;XX;69486309VD8YRRS
14431;AA;DZ15426033
14432;TT;QG182890273
14433;XX;102782608957942
14434;RR;TUP25553600
14435;RR;QMQ68142587
14436;VV;VA94214344003
14437;QQ;82960569880275
14438;LL;UN090802256
14439;MM;88402366*2
14440;JJ;O729815883
14441;VV;UC17576885675
14442;QQ;8621682787188
14443;JJ;27)1434302
14444;NN;76736360000
14445;CC;18708285554
14446;TT;YB054023245
14447;OO;LO305444061
14448;TT;CO375871995
14449;QQ;3865093420855
14450;LL;ZA318233236
14451;VV;EZ44234288070
14452;TT;EF521321078
14453;JJ;E031345758
14454;MM;75177127
14455;QQ;4602898545505
14456;RR;MN80449504W
14457;TT;UK953936845
14458;VV;IH95738690532
14459;NN;84055448775
14460;RR;XHW94811213
14461;YY;FO65647327
14462;TT;VO452686485
14463;XX;377678544391253
14464;TT;AM367478511
14465;XX;141673981411224
14466;PP;LXUEFXCEMAGQEP
14467;MM;50611945)D
14468;NN;96999712710
14469;DD;9524407179
14470;JJ;FVBOVPHC
14471;TT;MA785645051
14472;OO;AR842505243
14473;QQ;56926059097112
14474;QQ;80442999476639
14475;RR;SU84920504E
14476;RR;PVK19418618
14477;QQ;87706764351271
14478;VV;TY40963393025
14479;RR;RZ75131012O
14480;JJ;R440457845
14481;VV;BP99257399061
14482;TT;UL029746338
14483;TT;FX597699420
14484;JJ;Z437371699
14485;BB;KS708928974
14486;TT;YI005982762
14487;MM;14973927*1
14488;XX;65159891089691
14489;TT;AE052542538
14490;JJ;J596039340
14491;NN;80232115813
14492;TT;ZX230754477
14493;BB;SJ280440280
14494;TT;WI270662363
14495;TT;33810607497
14496;RR;FT58529944J
14497;BB;OP832641264
14498;WW;ZO44041270542
14499;XX;739820568453568
14500;DD;3489828060
14501;BB;LK857657159
14502;BB;WB326382146
14503;WW;9325784311
14504;TT;OZ572787325
14505;MM;34866394%5
14506;BB;TV689735846
14507;TT;1528189323
14508;BB;JD009302420
14509;TT;YY459440096
14510;BB;UU003723059
14511;BB;MR424613938
14512;JJ;W521914069
14513;YY;JJ45771726
14514;SS;437384875332146
14515;LL;SS160772559
14516;DD;9169195463
14517;XX;4645054379218
14518;VV;IE86620563305
14519;II;YKL144302621
14520;VV;CT10686589818
14521;TT;FQ370565894
14522;SS;557597485255850
14523;QQ;8100218210205
14524;DD;8819246375
14525;GG;DHU80821261
14526;XX;293741865391783
14527;TT;RL513701103
14528;GG;WOJ78766291
14529;VV;TW67421872060
14530;TT;XM228793523
14531;AA;EY84961054
14532;VV;65305130137841
14533;JJ;Z223329923
14534;KK;OF2843577R
14535;TT;RA002639474
14536;DD;3614908988
14537;XX;593125495139213
14538;WW;QU54933193725
14539;RR;JJO05251410
14540;TT;RO603888655
14541;CC;89520514577
14542;BB;NX454231868
14543;TT;TN860727264
14544;MM;90564395+7
14545;TT;AJ277777994
14546;MM;-31288652--2-
14547;UU;DR41847946
14548;JJ;U021489575
14549;AA;IL24116235
14550;RR;NJ:G75710344
14551;JJ;RVU
14552;XX;63742148172794
14553;VV;81850220138870
14554;GG;GTQ83599571
14555;BB;SS574559716
14556;YY;EB01775922
14557;RR;AZ49368945A
14558;BB;EC882555461
14559;XX;765339561414542
14560;DD;5368849576
14561;TT;82833126536
14562;TT;DY092386005
14563;BB;EG060823364
14564;MM;08223820+I
14565;BB;HF184705269
14566;XX;111348718327783
14567;BB;GD9870192729
14568;QQ;45148259981
14569;WW;XR48126398403
14570;RR;NGQ74854569
14571;BB;HM354264768
14572;TT;ZN029383785
14573;RR;NJG76184986
14574;TT;DN075916122
14575;JJ;NKBQYQYL
14576;TT;81068890542
14577;VV;MV25457148541
14578;DD;8025512514
14579;XX;77063758
14580;EE;20856322715148
14581;TT;OR796617796
14582;CC;67505526094
14583;VV;TY25187892687
14584;BB;AY171267337
14585;VV;QB91314421355
14586;GG;PYU50231803
14587;RR;LYM49966269
14588;TT;CF126932265
14589;BB;8977413879
14590;TT;XG789348529
14591;KK;YK3510989KI
14592;DD;221538639
14593;RR;IB64867239Y
14594;VV;KS87098055798
14595;MM;44279965-4
14596;YY;NT04643822
14597;XX;58481857BJ07PLS
14598;II;KZO528192367
14599;BB;LF114906972
14600;XX;419398722872699
14601;LL;PS397995896
14602;DD;980172628
14603;TT;SF409325663
14604;BB;GW623294194
14605;TT;HI838392128
14606;TT;UT484623311
14607;XX;174221249777811
14608;BB;YO555015339
14609;LL;BA670325624
14610;CC;10849468621
14611;RR;I#56337528
14612;TT;HG275633205
14613;TT;3765567255
14614;BB;WL726081101
14615;JJ;53+1248000
14616;TT;UU447981464
14617;TT;ML761551023
14618;BB;NZ442239083
14619;BB;TA969806295
14620;TT;HV532447079
14621;MM;58114655.3
14622;VV;II12592795720
14623;TT;WY451632489
14624;TT;QY743457000
14625;VV;PI85257922740
14626;II;GSW766656725
14627;VV;AZ61998192557
14628;XX;505624953644001
14629;SS;26896187507865
14630;TT;ES979317540
14631;DD;5487500814
14632;LL;DA105326114
14633;BB;UG517119386
14634;TT;FU415902068
14635;KK;TD9745538G
14636;NN;30447646960
14637;BB;CA569449210
14638;SS;435145104117700
14639;RR;TZY74270061
14640;RR;CZC61071618
14641;FF;KJ95078070
14642;BB;AU413505960
14643;DD;425181299
14644;JJ;OCWJXPBS
14645;TT;EQ454447889
14646;RR;AP28437094X
14647;BB;JI573703662
14648;DD;7694437868
14649;II;BPZ465320784
14650;DD;9027098004
14651;VV;GX73790473928
14652;GG;VWH47186444
14653;TT;FD856162305
14654;WW;BH30089719517
14655;TT;YM784271699
14656;WW;HA61827785270
14657;OO;255826343
14658;TT;MU939662789
14659;VV;UB13800822913
14660;BB;RU736741954
14661;TT;NI650916225
14662;BB;IA103631520
14663;BB;GD716698482
14664;FF;MB6646288142
14665;XX;72317683IJ6MMFF
14666;TT;4455478185
14667;PP;8377609
14668;JJ;N869691308
14669;QQ;50588248825017
14670;TT;SH292908545
14671;CC;62032949988
14672;TT;IQ803859407
14673;TT;KE130546876
14674;TT;QG391536934
14675;RR;HAU86506083
14676;TT;OI124801695
14677;SS;527381813692620
14678;TT;71326834642
14679;DD;4324567801
14680;XX;863533851737792
14681;NN;52546307294
14682;NN;28000063069
14683;HH;BB11586587C
14684;CC;30953501526
14685;SS;157606286458460
14686;RR;JB31439888E
14687;RR;VZE86336069
14688;TT;768564158
14689;JJ;T916960661
14690;QQ;17341724032594
14691;VV;QF99683042212
14692;BB;ZA052267876
14693;SS;519490012507970
14694;LL;JP627176469
14695;AA;AS90304710
14696;WW;XY75282301359
14697;ZZ;RU1314761657
14698;CC;58984319767
14699;YY;WW80066114
14700;OO;UR120574934
14701;DD;8866499853
14702;VV;RY57420209933
14703;VV;JH22564853592
14704;BB;DK784674628
14705;SS;212260068327073
14706;JJ;X7L
14707;XX;24882640780071
14708;EE;769103265785385
14709;TT;BT624167724
14710;II;UZZ140931610
14711;TT;EX626654558
14712;BB;FX291894468
14713;DD;419602872
14714;WW;BN28064146532
14715;TT;OR028201058
14716;TT;QJ417710323
14717;AA;PR96148931
14718;JJ;E129459184
14719;JJ;Z1O
14720;TT;RI008572951
14721;LL;CK345674893
14722;KK;7979412180
14723;JJ;Z628735594
14724;TT;TL595634914
14725;RR;MSJ24097343
14726;PP;6861786
14727;TT;TA446851869
14728;TT;QV249704837
14729;VV;13229686539927
14730;JJ;920'282%319
14731;MM;32820197-6
14732;DD;4081246129
14733;TT;845293389990
14734;BB;SI597563048
14735;TT;RF874496602
14736;JJ;H805864021
14737;VV;VY07049820619
14738;LL;OA997261230
14739;BB;QF228296779
14740;TT;GU775874611
14741;LL;UY789920838
14742;II;AVD807591588
14743;BB;VZ148023310
14744;QQ;72'78)8/87
14745;WW;RC50583747955
14746;FF;UD60624146
14747;TT;XO458431492
14748;MM;62593007%6
14749;JJ;WMGMFUCP
14750;JJ;Q6W
14751;WW;UF39407898873
14752;JJ;NHH
14753;DD;7588220311
14754;TT;ID470981009
14755;BB;LQ314550336
14756;BB;SE571056888
14757;VV;TX60614019722
14758;QQ;83317885198227
14759;BB;TI240023618
14760;TT;LN300601038
14761;TT;KL766978322
14762;QQ;5297296330813
14763;BB;2597286935
14764;MM;06448179*2
14765;DD;5748163473
14766;NN;19710537651
14767;DD;2910975553
14768;BB;GH379099352
14769;RR;RYD42848061
14770;NN;85872452159
14771;DD;74748501
14772;FF;FR29638417
14773;BB;GN504022546
14774;TT;YO654414783
14775;YY;ZM99456074
14776;QQ;67324285914539
14777;TT;GH947487057
14778;FF;TJ09596794
14779;RR;CFW50809231
14780;FF;AW913856910
14781;TT;HL659149696
14782;TT;UU524880900
14783;DD;3497134036
14784;HH;TG43342068R
14785;RR;EFC0511991N
14786;WW;YN39131343880
14787;JJ;V506013874
14788;TT;OP576432795
14789;VV;CF40790694606
14790;TT;OB389497056
14791;XX;250263188251792
14792;WW;KE36332915212
14793;WW;HI28575183471
14794;II;RMD142791233
14795;BB;PT171945802
14796;DD;1733511669
14797;QQ;6869459671343
14798;TT;ET128293133
14799;VV;YJ78923550012
14800;TT;MU560904908
14801;BB;1696769536
14802;TT;TD647410073
14803;BB;518014377
14804;GG;OCL83981790
14805;AA;HC52260865
14806;BB;YN301072840
14807;QQ;87181038820029
14808;ZZ;QF1139224050
14809;II;GZB938742200
14810;DD;2511074310
14811;GG;TIJ90251033
14812;YY;CZ48320361
14813;TT;GT495535661
14814;HH;EJ71582276B
14815;TT;FE740227273
14816;DD;4101765670
14817;TT;MT680584451
14818;TT;CY718252462
14819;MM;38286783(0
14820;TT;IU420788264
14821;TT;AT259977495
14822;PP;31846748
14823;TT;WN130278594
14824;TT;RX749846789
14825;BB;GS004936783
14826;JJ;U991038636
14827;BB;VB758546719
14828;WW;NQ45896577219
14829;RR;GUU46666074
14830;TT;HW643492120
14831;YY;PY83391734
14832;BB;MF406334416
14833;BB;CG488235381
14834;SS;362586726492982
14835;II;FVX120457759
14836;RR;BZT03823155
14837;TT;JF473661674
14838;QQ;91130964030258
14839;JJ;E540119075
14840;RR;CEC60259767
14841;LL;UQ787581462
14842;TT;CN793020289
14843;RR;PFJ5734963X
14844;MM;43331304#2
14845;BB;KN240662998
14846;GG;ICT73937840
14847;CC;90052035876
14848;MM;19967900!3
14849;VV;XC58258074348
14850;GG;MSJ77312635
14851;YY;KM82524462
14852;TT;CF630675380
14853;DD;3451929079
14854;XX;17016036JC8318B
14855;JJ;DRVVCYIE
14856;VV;XM07179484310
14857;TT;WZ401745399
14858;RR;TED50893904
14859;JJ;BI
14860;RR;MI36499582K
14861;CC;35979859142
14862;BB;27791
14863;TT;TP420364821
14864;QQ;53207358682149
14865;QQ;87645123268330
14866;RR;IJX89382883
14867;QQ;8840132663199
14868;BB;EI393507253
14869;TT;EZ969882641
14870;VV;FW60531942558
14871;TT;ON576717644
14872;TT;QE630779866
14873;TT;VG890557564
14874;VV;QP78880248404
14875;RR;NIZ52467161
14876;TT;NX559652952
14877;JJ;OKQT
14878;TT;UZ031807470
14879;EE;66631135585567
14880;RR;QRP99231890
14881;PP;37989469
14882;RR;RI55621086Z
14883;LL;AP106560918
14884;QQ;73949564602369
14885;DD;4783975108
14886;TT;95090282049
14887;TT;BT650641092
14888;GG;ADU21792757
14889;TT;MZ044516078
14890;DD;5420705899
14891;TT;HR635000754
14892;NN;47093968354
14893;QQ;5558161091966
14894;II;AXK523716453
14895;SS;376685415793000
14896;RR;AYH65773164
14897;JJ;T973829435
14898;PP;84729170
14899;WW;SL50916286280
14900;GG;KRT46803583
14901;SS;918227853263014
14902;QQ;9419809186028
14903;BB;XP179457965
14904;LL;WW599060958
14905;II;752904
14906;TT;ZA021640797
14907;OO;DN869598314
14908;WW;OM10682146205
14909;II;QZH944549572
14910;RR;MXZ39562985
14911;TT;FV142735517
14912;WW;MQ39634832349
14913;TT;LR409824499
14914;XX;40696321263422
14915;WW;FV29991647035
14916;LL;217362415
14917;TT;VM837200011
14918;NN;90080847527
14919;DD;4477317669
14920;QQ;2297741323180
14921;VV;UI54978791620
14922;DD;4458632373
14923;JJ;Y431125127
14924;JJ;U277533425
14925;TT;OA574586573
14926;TT;AZ925707218
14927;RR;CZX42142213
14928;TT;30959674656
14929;JJ;I432943764
14930;LL;MU481860090
14931;LL;TK756713842
14932;DD;6435117050
14933;II;OWS557627941
14934;II;DH058207
14935;QQ;55060323155824
14936;TT;11809492817
14937;TT;LS802276355
14938;QQ;87161896713749
14939;TT;NU729306994
14940;RR;QBE31017181
14941;MM;93472529!7
14942;QQ;34930958411952
14943;VV;JG39790664363
14944;TT;FZ450632119
14945;DD;7632731563
14946;TT;UG457921089
14947;AA;WO06626457
14948;TT;UY038330635
14949;BB;AY472082416
14950;VV;PU68095479885
14951;JJ;X693877804
14952;WW;MB78843939870
14953;NN;11706332917
14954;VV;BC43571971697
14955;LL;UB291058568
14956;CC;83476818388
14957;HH;JS71316882V
14958;BB;RV778570257
14959;XX;389714777174193
14960;XX;614450521707738
14961;MM;43525618!1
14962;MM;39409125(9
14963;YY;WW00457753
14964;XX;206145006785262
14965;TT;OS189128969
14966;WW;CH43043123537
14967;XX;967763886486382
14968;MM;06036033%4
14969;RR;DWT64002340
14970;FF;EI63763569
14971;OO;TH375152772
14972;RR;RBG97956903
14973;LL;LY028042984
14974;SS;190567692242913
14975;PP;76017633
14976;BB;JI666187894
14977;NN;93931422206
14978;TT;XY745070746
14979;BB;QL842694724
14980;BB;LU424971711
14981;MM;43642197.0
14982;XX;123366365429948
14983;II;GWS851565280
14984;TT;SW938432178
14985;NN;89494442127
14986;VV;84796783062878
14987;XX;229364591446159
14988;OO;EJ559566848
14989;XX;423508557782297
14990;RR;HQJ31698712
14991;AA;PP93072440
14992;II;ZYB143812065
14993;TT;LG401254943
14994;TT;AM615319589
14995;TT;DE224924015
14996;XX;88619344
14997;HH;YG32194280N
14998;RR;EPT70986313
14999;JJ;J518611212
15000;LL;QD836388683
15001;VV;KV81067088826
15002;CC;43581367510
15003;TT;BH852140561
15004;TT;DB087125757
15005;BB;JM568587321
15006;TT;TG564090314
15007;QQ;80437970861776
15008;RR;TFY16092963
15009;CC;95700579563
15010;FF;VH98983544
15011;VV;82507146797794
15012;VV;NM30858888168
15013;VV;XM83730794992
15014;FF;UG61075769
15015;TT;PJ005321715
15016;BB;RE982879383
15017;AA;TN75183406
15018;GG;FUD01580647
15019;QQ;6855618202023
15020;VV;29952593956222
15021;TT;HI910425526
15022;LL;52799777
15023;JJ;V565828966
15024;VV;BG86228545267
15025;TT;KK595288630
15026;RR;NCI63232747
15027;NN;67818853357
15028;RR;GXQ63321684
15029;RR;MHX84718681
15030;VV;VH93714911284
15031;BB;OG697744680
15032;TT;RY403992453
15033;AA;RT02396355
15034;VV;DN90354405004
15035;BB;GS291503954
15036;GG;SWB92348380
15037;PP;16057279
15038;BB;BN148119403
15039;BB;3420546
15040;VV;WV20104240051
15041;BB;ZS520004839
15042;TT;GT224586767
15043;QQ;6356838551438
15044;PP;13591457
15045;XX;666637291F
15046;JJ;L6D
15047;JJ;V287411478
15048;JJ;N570956762
15049;DD;6409600052
15050;TT;EF436428218
15051;JJ;JCJJDNZZW
15052;WW;QG02380662817
15053;DD;4954258259
15054;FF;BC30034811
15055;CC;20692153566
15056;QQ;14050919599268
15057;TT;EM836043907
15058;TT;MR842571177
15059;DD;6753392842
15060;TT;FX338967885
15061;BB;YJ611827736
15062;TT;HR641601981
15063;DD;4871092616
15064;BB;QY195415186
15065;VV;HJ23371505215
15066;LL;DV332180593
15067;GG;KGJ63418981
15068;JJ;B309888704
15069;CC;30467807698
15070;TT;67723822778
15071;JJ;A962338932
15072;TT;PK880205540
15073;TT;UF215335290
15074;YY;JT94843588
15075;RR;FZB16576035
15076;TT;BH308228665
15077;VV;66806193617727
15078;MM;38229795$7
15079;RR;BEV72363570
15080;DD;14373974501
15081;VV;OK28535922678
15082;BB;DL848514869
15083;BB;XL916476723
15084;HH;GE04334629T
15085;SS;748539701111120
15086;BB;BE089274938
15087;BB;YW023871463
15088;BB;AF360546793
15089;TT;YC975038655
15090;QQ;4129037837362
15091;SS;439447635602043
15092;QQ;73977585246293
15093;JJ;YFLQLRPK
15094;OO;RC441963369
15095;TT;IV331095061
15096;TT;RL197531448
15097;VV;ZC44008920993
15098;TT;GF243670431
15099;QQ;42884105156192
15100;NN;56935078422
15101;BB;DP730209664
15102;RR;GCR21574366
15103;CC;836197677
15104;JJ;A108669000
15105;BB;MB408033030
15106;JJ;31&4977976
15107;NN;83771531586
15108;BB;TA19979
15109;TT;DV310545338
15110;XX;788707776086919
15111;SS;780851429431041
15112;LL;QR626037126
15113;NN;40575087354
15114;TT;BN905555078
15115;NN;34618288764
15116;TT;YT497894897
15117;GG;WFU55317081
15118;RR;EZO05954203
15119;TT;RS920902759
15120;WW;QK20129410767
15121;QQ;58613237590553
15122;PP;82865498
15123;CC;17180297924
15124;AA;937014816
15125;TT;YN634355880
15126;TT;RK056661973
15127;VV;ND69634924249
15128;BB;DH305116763
15129;GG;RMY46864203
15130;CC;54458538838
15131;GG;MMW51929462
15132;TT;ZJ068743990
15133;MM;36542867$5
15134;BB;8147566303
15135;MM;91730464/1
15136;TT;EO731498672
15137;QQ;72632513099034
